categoryName,name,description,vehicleType,order,icon,image
Aceite y líquidos,LIQUIDO DE FRENOS,Líquido de frenos,car,287,brake-fluid,
Aceite y líquidos,ACEITE DE TRANSMISIÓN AUTOMÁTICA,Aceite de transmisión automática,car,288,transmission-oil,
Aceite y líquidos,DETERGENTE PARA LUNAS Y CRISTALES,Detergente para lunas y cristales,car,289,glass-cleaner,
Aceite y líquidos,ACEITE DE LA DIRECCIÓN ASISTIDA,Aceite de la dirección asistida,car,290,power-steering-oil,
Aceite y líquidos,ACEITE HIDRÁULICO,Aceite hidráulico,car,291,hydraulic-oil,
Aceite y líquidos,LÍQUIDO DE ESCAPE DIPESEL / ADBLUE,Líquido de escape diésel / AdBlue,car,292,adblue,
Aceite y líquidos,AGUA DESTILADA,Agua destilada,car,293,distilled-water,
Aceite y líquidos,ADITIVOS DE ACEITE DE MOTOR,Aditivos de aceite de motor,car,294,oil-additive,
Aceite y líquidos,ADITIVOS Y TRATAMIENTOS PARA LA TRANSMISIÓN,Aditivos y tratamientos para la transmisión,car,295,transmission-additive,
Aceite y líquidos,ADITIVOS PARA FLUIDO HIDRÁULICO,Aditivos para fluido hidráulico,car,296,hydraulic-additive,
Aceite y líquidos,ADITIVOS DE COMBUSTIBLE,Aditivos de combustible,car,297,fuel-additive,
Aceite y líquidos,ADITIVOS DE TURBOCOMPRESOR,Aditivos de turbocompresor,car,298,turbo-additive,
Carroceria,FARO PRINCIPAL,Faro principal,car,299,headlight,
Carroceria,PILOTO TRASERO,Piloto trasero,car,300,taillight,
Carroceria,ESPEJO RETROVISOR,Espejo retrovisor,car,301,rearview-mirror,
Carroceria,CRISTAL ESPEJO RETROVISOR,Cristal del espejo retrovisor,car,302,mirror-glass,
Carroceria,PARACHOQUES,Parachoques,car,303,bumper,
Carroceria,GUARDABARROS,Guardabarros,car,304,fender,
Carroceria,CAPÓ,Capó,car,305,hood,
Carroceria,AMORTIGUADOR DE MALETERO,Amortiguador de maletero,car,306,trunk-damper,
Carroceria,AMORTIGUADOR DWE CAPÓ,Amortiguador del capó,car,307,hood-damper,
Carroceria,PILOTO INTERMITENTE,Piloto intermitente,car,308,turn-signal,
Carroceria,FAROS ANTINIEBLAS,Faros antiniebla,car,309,fog-light,
Carroceria,LUZ DE MATRÍCULA,Luz de matrícula,car,310,license-plate-light,
Carroceria,PIEZAS DEL FARO,Piezas del faro,car,311,headlight-parts,
Carroceria,LUZ DE FRENO ADICIONAL,Luz de freno adicional,car,312,additional-brake-light,
Carroceria,CRISTAL DEL FARO ANTINIEBLA DELANTERO,Cristal del faro antiniebla delantero,car,313,fog-light-glass,
Carroceria,LUZ ANTINIEBLA TRASERA,Luz antiniebla trasera,car,314,rear-fog-light,
Carroceria,REFLECTOR,Reflector,car,315,reflector,
Carroceria,LUZ DE APARCAMIENTO,Luz de aparcamiento,car,316,parking-light,
Carroceria,PIEZAS DE LUCES TRASERAS,Piezas de luces traseras,car,317,taillight-parts,
Carroceria,PIEZAS DE FAROS DE LUZ ANTINIEBLA,Piezas de faros de luz antiniebla,car,318,fog-light-parts,
Carroceria,LUZ DIURNA,Luz diurna,car,319,daytime-running-light,
Carroceria,LUZ DE MARCHA ATRÁS,Luz de marcha atrás,car,320,reverse-light,
Carroceria,LUCES DE FRENO,Luces de freno,car,321,brake-light,
Carroceria,CUBIERTA RETROVISOR EXTERIOR,Cubierta de retrovisor exterior,car,322,mirror-cover,
Carroceria,REJILLA PARACHOQUES,Rejilla de parachoques,car,323,bumper-grille,
Carroceria,REJILLA,Rejilla,car,324,grille,
Carroceria,MOLDURAS DE PARACHOQUE,Molduras de parachoques,car,325,bumper-molding,
Carroceria,SOPORTE DE PARACHOQUE,Soporte de parachoques,car,326,bumper-bracket,
Carroceria,REFUERZO PARAGOLPES,Refuerzo de paragolpes,car,327,bumper-reinforcement,
Carroceria,SENSORES DE APARCAMIENTO,Sensores de aparcamiento,car,328,parking-sensor,
Carroceria,FALDON DELANTERO,Faldón delantero,car,329,front-spoiler,
Carroceria,TAPA DEL ENGANCHE DE REMOLCADO,Tapa del enganche de remolcado,car,330,tow-hitch-cover,
Carroceria,PASO DE RUEDA,Paso de rueda,car,331,wheel-arch,
Carroceria,ALETINES,Aletines,car,332,side-skirt,
Carroceria,LÁMPARA PARA FAROS DE CARRETERA,Lámpara para faros de carretera,car,333,high-beam-bulb,
Carroceria,BOMBILLA PARA LUCES INTERMITENTES,Bombilla para luces intermitentes,car,334,turn-signal-bulb,
Carroceria,LÁMPARA DE LUZ DE MATRÍCULA,Lámpara de luz de matrícula,car,335,license-plate-bulb,
Carroceria,LÁMPARA DE FARO TRASERO,Lámpara de faro trasero,car,336,taillight-bulb,
Carroceria,LÁMPARA DE FARO,Lámpara de faro,car,337,headlight-bulb,
Carroceria,FAROS DE XENÓN,Faros de xenón,car,338,xenon-headlight,
Carroceria,LÁMPARA PARA FAROS DE LUZ ANTINIEBLA,Lámpara para faros de luz antiniebla,car,339,fog-light-bulb,
Carroceria,PUERTAS PIEZA,Puertas pieza,car,340,door,
Carroceria,POMO DE PUERTA,Pomo de puerta,car,341,door-handle,
Carroceria,CAERRADURA DE PUERTA,Cerradura de puerta,car,342,door-lock,
Carroceria,MOLDURAS,Molduras,car,343,molding,
Carroceria,PORTÓN TRASERO,Portón trasero,car,344,rear-hatch,
Carroceria,BOMBÍN DE CERRADURA,Bombín de cerradura,car,345,lock-cylinder,
Carroceria,JUNTA DE PARABRISAS,Junta de parabrisas,car,346,windshield-gasket,
Carroceria,CIERRE CENTRALIZADO,Cierre centralizado,car,347,central-locking,
Carroceria,JUNTA DEL MARCO DE LA PUERTA,Junta del marco de la puerta,car,348,door-frame-gasket,
Carroceria,SOPORTE DE RADIADOR,Soporte de radiador,car,349,radiator-support,
Carroceria,UMBRAL,Umbral,car,350,door-sill,
Carroceria,CHAPA LATERAL,Chapa lateral,car,351,side-panel,
Carroceria,CUBIERTA MOTOR,Cubierta del motor,car,352,engine-cover,
Carroceria,ALIJAMIENTO DEL GATO HIDRÁULICO,Alojamiento del gato hidráulico,car,353,jack-compartment,
Carroceria,PUENTE,Puente,car,354,beam,
Carroceria,PROTECTOR ANTIPOEMTRAMINENTO DEL MOTOR,Protector antipolvo del motor,car,355,engine-dust-protector,
Carroceria,LARGUERO,Larguero,car,356,side-member,
Carroceria,AMORTIGUACIÓN DEL COMPORTAMIENTO DE MOTOR,Amortiguación del comportamiento del motor,car,357,engine-mount,
Carroceria,DEPÓSITO DE COMBUSTIBLE,Depósito de combustible,car,358,fuel-tank,
Carroceria,VÁLVULA DE VENTILACIÓN DEL DEPÓSITO DEL COMBUSTIBLE,Válvula de ventilación del depósito de combustible,car,359,vent-valve,
Carroceria,INTERRUPTOR DE ENCENDIDO,Interruptor de encendido,car,360,ignition-switch,
Carroceria,LUNAS DE VENTANAS,Lunas de ventanas,car,361,window-glass,
Carroceria,PRODUCTOS DE LAVADO Y CUIDADO EXTERIOR DE AUTOS,Productos de lavado y cuidado exterior de automóviles,car,362,exterior-cleaner,
Carroceria,ESPONJAS TOALLITAS Y CEPILLOS,Esponjas toallitas y cepillos,car,363,sponges-towels-brushes,
Carroceria,PINTURAS AUTOMOTICES,Pinturas automotrices,car,364,automotive-paint,
Carroceria,PINTURAS PARA EL PARACHOQUES,Pinturas para el parachoques,car,365,bumper-paint,
Carroceria,PINTURA EN SPRAY DE COLOR RAL,Pintura en spray de color RAL,car,366,ral-spray-paint,
Carroceria,LACAS,Lacas,car,367,lacquer,
Carroceria,PRODUCTOS DESENGRASANTES POTENTES,Productos desengrasantes potentes,car,368,degreaser,
Carroceria,PINTURA PARA IMPRIMACIÓN DEL AUTOMÓVIL,Pintura para imprimación del automóvil,car,369,primer-paint,
Carroceria,ENDURECEDROES DE PINTURA,Endurecedores de pintura,car,370,paint-hardener,
Carroceria,DILUYENTES,Diluyentes,car,371,thinner,
Carroceria,CONVERTIDORES DE ÓXIDO,Convertidores de óxido,car,372,rust-converter,
Carroceria,RECUBRMIENTO ANTICORROSIVO,Recubrimiento anticorrosivo,car,373,anti-corrosion-coating,
Carroceria,PROTECTOR ANTIGRAVILLA,Protector antigravilla,car,374,stone-chip-protector,
Carroceria,CERA PARA CAVIDADES,Cera para cavidades,car,375,cavity-wax,
Carroceria,SELLADOR DE PARABRISAS Y VÍDRIO,Sellador de parabrisas y vidrio,car,376,windshield-sealant,
Carroceria,ADHEESIVO PARA VIDIRIO DE AUTOS Y PARABRISAS,Adhesivo para vidrio de automóviles y parabrisas,car,377,glass-adhesive,
Carroceria,PEGAMENTOS PARA PLÁSTICOS,Pegamentos para plásticos,car,378,plastic-adhesive,
Carroceria,MUELLE NEUMÁTICO CAPOTA,Muelle neumático de capota,car,379,hood-spring,
Carroceria,JUNTA DEL TECHO CORREDIZO,Junta del techo corredizo,car,380,sunroof-gasket,
Carroceria,JUNTA LUZ TRASERA,Junta de luz trasera,car,381,rear-light-gasket,
Carroceria,REVESTIMIENTO POSTERIOR,Revestimiento posterior,car,382,rear-trim,
Carroceria,BASTIDOR DE TECHO,Bastidor de techo,car,383,roof-frame,
Carroceria,LOTIPO,Lotipo,car,384,logo,
Carroceria,PLACA DE MATRÍCULA Y SOPORTE,Placa de matrícula y soporte,car,385,license-plate-bracket,
Carroceria,SOPORTE DEL SENSOR DE AYUDA AL APARCAMIENTO,Soporte del sensor de ayuda al aparcamiento,car,386,parking-assist-bracket,
Carroceria,PANEL DEL PISO Y PANEL DEL BAJOS,Panel del piso y panel de bajos,car,387,floor-panel,
Carroceria,SUJECIÓN DEL RADIADOR,Sujeción del radiador,car,388,radiator-mount,
Carroceria,INTERMITENTE LATERAL,Intermitente lateral,car,389,side-indicator,
Carroceria,PARABRISAS,Parabrisas,car,390,windshield,
Carroceria,LUNA TRASERA,Luna trasera,car,391,rear-window,
Carroceria,CRISTAL FARO,Cristal de faro,car,392,headlight-glass,
Carroceria,CAERADURA PORTÓN TRASERO,Cerradura del portón trasero,car,393,hatch-lock,
Carroceria,SOPORTE DE3 BATERÍA,Soporte de batería,car,394,battery-holder,
Carroceria,ALETINES,Aletines,car,395,side-skirt,
Suspensión y brazos,COJNETE DE RUEDA,Cojinete de rueda,car,396,wheel-bearing,
Suspensión y brazos,BRAZO DE SUSPENSIÓN,Brazo de suspensión,car,397,suspension-arm,
Suspensión y brazos,SILENTBLOCK BARRA ESTABILIZADORA,Silentblock de barra estabilizadora,car,398,stabilizer-bushing,
Suspensión y brazos,JUEGO DE REPARACIÓN BRAZO DE SUSPENSIÓN,Juego de reparación de brazo de suspensión,car,399,suspension-arm-repair-kit,
Suspensión y brazos,CONTROL DE PRESIÓN DE NEUMÁTICOS,Control de presión de neumáticos,car,400,tire-pressure-monitor,
Suspensión y brazos,BUJE DE RUEDA,Buje de rueda,car,401,wheel-bushing,
Suspensión y brazos,RETÉN DEL BUJE DE RUEDA,Retén del buje de rueda,car,402,bushing-seal,
Suspensión y brazos,TUERCA DEL MUÑON DEL EJE,Tuerca del muñón del eje,car,403,kingpin-nut,
Suspensión y brazos,SILENTBLOCK BRAZO SUSPENSIÓN,Silentblock de brazo de suspensión,car,404,suspension-arm-bushing,
Suspensión y brazos,KIT DE MONTAJE DE LA BARRA OSCILANTE,Kit de montaje de la barra oscilante,car,405,swing-arm-mount-kit,
Suspensión y brazos,KIT DE REPARACIÓN DE LA SUSPENSIÓN,Kit de reparación de la suspensión,car,406,suspension-repair-kit,
Suspensión y brazos,TORNILLO DE AJUSTE DE LA INCLINACIÓN,Tornillo de ajuste de la inclinación,car,407,camber-adjustment-bolt,
Suspensión y brazos,BARRA ESTABILIZADORA,Barra estabilizadora,car,408,stabilizer-bar,
Suspensión y brazos,KIT DE REPARACIÓN DE LA BARRA DE ACOPLAMIENTO,Kit de reparación de la barra de acoplamiento,car,409,link-repair-kit,
Suspensión y brazos,SOPORTE DE LA BARRA ESTABLIZADORA,Soporte de la barra estabilizadora,car,410,stabilizer-bracket,
Suspensión y brazos,RÓTULA AXIAL DE DIRECCIÓN,Rótula axial de dirección,car,411,steering-ball-joint,
Suspensión y brazos,FUELLE DE DIRECCIÓN,Fuelle de dirección,car,412,steering-boot,
Suspensión y brazos,ROÓTULA DE SUSPENSIÓN,Rótula de suspensión,car,413,suspension-ball-joint,
Suspensión y brazos,KIT DE REPARACIÓN DE LA RÓTULA DE LA SUSPENSIÓN,Kit de reparación de la rótula de la suspensión,car,414,suspension-ball-joint-repair-kit,
Suspensión y brazos,COPELAS DEL AMORTIGUADOR,Copelas del amortiguador,car,415,shock-absorber-bushing,
Suspensión y brazos,GUARDAPOLVOS AMORTIGUADOR Y DE SUSPENSIÓN,Guardapolvos de amortiguador y de suspensión,car,416,shock-absorber-boot,
Suspensión y brazos,BALLESTAS,Ballestas,car,417,leaf-spring,
Suspensión y brazos,TORNILLOS DE RUEDA,Tornillos de rueda,car,418,wheel-bolt,
Suspensión y brazos,ENSANCHAMIENTO ANCHO VÍA,Ensanchamiento de ancho de vía,car,419,wheel-spacer,
Suspensión y brazos,TACO DE MOTOR,Taco de motor,car,420,engine-mount,
Suspensión y brazos,SOPORTE DE LA CAJA DE CAMBIOS,Soporte de la caja de cambios,car,421,transmission-mount,
Suspensión y brazos,BUJE EJE,Buje de eje,car,422,axle-bushing,
Suspensión y brazos,PUENTE,Puente,car,423,beam,
Suspensión y brazos,SENSOR DE ABS,Sensor de ABS,car,424,abs-sensor,
Suspensión y brazos,ANILLO DE SENSOR DE ABS,Anillo de sensor de ABS,car,425,abs-ring,
Suspensión y brazos,MANGUETA,Mangueta,car,426,steering-knuckle,
Suspensión y brazos,CAJA COJINETE RUEDA,Caja cojinete de rueda,car,427,wheel-bearing-housing,
Suspensión y brazos,PIVOTE DE DIRECCIPÓN,Pivote de dirección,car,428,steering-pivot,
Suspensión y brazos,PASTA DE MONTAJE PARA TUBOS DE ESCAPE,Pasta de montaje para tubos de escape,car,429,exhaust-paste,
Suspensión y brazos,SPRAYS Y AEROSOLES TÉCNICOS,Sprays y aerosoles técnicos,car,430,spray,
Suspensión y brazos,FIJADORES DE ROSCA,Fijadores de rosca,car,431,thread-locker,
Suspensión y brazos,SUSPENSIÓN DE LA CABINA,Suspensión de la cabina,car,432,cabin-suspension,
Suspensión y brazos,HERRAMIENTAS PARA SUSPENSIÓN,Herramientas para suspensión,car,433,suspension-tools,
Suspensión y brazos,CASQUILLO DEL PIVOTE DE LA MANGUETA,Casquillo del pivote de la mangueta,car,434,steering-knuckle-bushing,
Amortiguación,AMORTIGUADORES,Amortiguadores,car,435,shock-absorber,
Amortiguación,COPELAS DEL AMORTIGUADOR,Copelas del amortiguador,car,436,shock-absorber-bushing,
Amortiguación,GUARDAPOLVOS AMORTIGUADOR Y DE SUSPENSIÓN,Guardapolvos de amortiguador y de suspensión,car,437,shock-absorber-boot,
Amortiguación,SOPORTE DE AMORTIGUADOR,Soporte de amortiguador,car,438,shock-absorber-mount,
Amortiguación,SOPORTE PARACHOQUES,Soporte de parachoques,car,439,bumper-mount,
Amortiguación,MUELLES DE SUSPENSIÓN,Muelles de suspensión,car,440,spring,
Amortiguación,CAJA DE MUELLES,Caja de muelles,car,441,spring-housing,
Amortiguación,KIT DE SUSPENSIÓN DE MUELLES,Kit de suspensión de muelles,car,442,spring-suspension-kit,
Amortiguación,KIT DE SUSPENSIÓN DE MUELLES AMORTIGUADORES,Kit de suspensión de muelles y amortiguadores,car,443,spring-shock-kit,
Amortiguación,BALLESTAS,Ballestas,car,444,leaf-spring,
Amortiguación,KIT DE REPARACIÓN DE LA SUSPENSIÓN,Kit de reparación de la suspensión,car,445,suspension-repair-kit,
Amortiguación,TORNILLO DE AJUSTE DE LA INCLINACIÓN,Tornillo de ajuste de la inclinación,car,446,camber-adjustment-bolt,
Amortiguación,AMORTIGUADOR TELESCÓPICO NEUMATICO,Amortiguador telescópico neumático,car,447,pneumatic-shock-absorber,
Amortiguación,COMPRESOR DEL SISTEMA DE AIRE COMPRIMIDO,Compresor del sistema de aire comprimido,car,448,air-compressor,
Amortiguación,GUARDAPOLVOS DE LA SUSPENSIÓN NEUMÁTICA,Guardapolvos de la suspensión neumática,car,449,air-suspension-boot,
Amortiguación,ACEITE HIDRÁULICO,Aceite hidráulico,car,450,hydraulic-oil,
Amortiguación,ESFERA DE SUSPENSIÓN,Esfera de suspensión,car,451,suspension-sphere,
Limpieza de Cristales,ESCOBILLAS DE LIMPIAPARABRISAS,Escobillas de limpiaparabrisas,car,452,windshield-wiper,
Limpieza de Cristales,BRAZO DE LIMPIAPARABRISAS,Brazo de limpiaparabrisas,car,453,wiper-arm,
Limpieza de Cristales,DETERNTE PARA LUNAS Y CRISTALES,Detergente para lunas y cristales,car,454,glass-cleaner,
Limpieza de Cristales,MOTOR DEL LIMPIAPARABRISAS,Motor del limpiaparabrisas,car,455,wiper-motor,
Limpieza de Cristales,VARILLAJE DE LIMPIAPARABRISAS,Varillaje de limpiaparabrisas,car,456,wiper-linkage,
Limpieza de Cristales,BOMBA DE LIMPIAPARBRISAS,Bomba de limpiaparabrisas,car,457,washer-pump,
Limpieza de Cristales,DEPOSITO DE LIMPIA PARABRISAS,Depósito de limpiaparabrisas,car,458,washer-reservoir,
Limpieza de Cristales,BOQUILLAS DE LIMPIAPARABRISAS,Boquillas de limpiaparabrisas,car,459,washer-nozzle,
Limpieza de Cristales,BOMBA DEL SISTEMA LAVAFAROS,Bomba del sistema lavafaros,car,460,headlight-washer-pump,
Limpieza de Cristales,EYECTOR DEL LAVAFAROS,Eyector del lavafaros,car,461,headlight-washer-nozzle,
Limpieza de Cristales,SENSOR NIVEL AGUA LAVADO,Sensor de nivel de agua de lavado,car,462,washer-level-sensor,
Limpieza de Cristales,CONMUTADOR EN LA COLUMNA DE DIRECCIÓN,Conmutador en la columna de dirección,car,463,steering-column-switch,
Limpieza de Cristales,RELE LIMPIAPARABRISAS,Relé de limpiaparabrisas,car,464,wiper-relay,
Limpieza de Cristales,CONECTOR DE MANGUITO DE LAVADO,Conector de manguito de lavado,car,465,washer-hose-connector,
Limpieza de Cristales,SENSOR DE LLUVIA,Sensor de lluvia,car,466,rain-sensor,
Limpieza de Cristales,ESCOBILLA LIMPIAFAROS,Escobilla limpiafaros,car,467,headlight-wiper,
Sistemas de Escape,SILENCIADOR TRASERO,Silenciador trasero,car,468,rear-muffler,
Sistemas de Escape,SILENCIADOR INTERMEDIO,Silenciador intermedio,car,469,intermediate-muffler,
Sistemas de Escape,TUBOS DE ESCAPE,Tubos de escape,car,470,exhaust-pipe,
Sistemas de Escape,CATALIZADOR,Catalizador,car,471,catalytic-converter,
Sistemas de Escape,FILTRO DE PARTÍCULAS,Filtro de partículas,car,472,particulate-filter,
Sistemas de Escape,JUEGO DE MONATAJE DEL SISTEMA DE ESCAPE,Juego de montaje del sistema de escape,car,473,exhaust-mount-kit,
Sistemas de Escape,TUBO FLEXIBLE DE ESCAPE,Tubo flexible de escape,car,474,flexible-exhaust-pipe,
Sistemas de Escape,SILENCIADOR POSTERIOR,Silenciador posterior,car,475,rear-silencer,
Sistemas de Escape,COLA DE ESCAPE,Cola de escape,car,476,exhaust-tail,
Sistemas de Escape,SONDA LAMBDA,Sonda lambda,car,477,lambda-sensor,
Sistemas de Escape,SENSOR PRESIÓN GAS DE ESCAPE,Sensor de presión de gas de escape,car,478,exhaust-pressure-sensor,
Sistemas de Escape,SENSOR DE TEMPERATURA DE LOS GASES DE ESCAPE,Sensor de temperatura de los gases de escape,car,479,exhaust-temperature-sensor,
Sistemas de Escape,RECONVERSIÓN EURO 1/ EURO2/ D3,Reconversión Euro 1/ Euro 2/ D3,car,480,euro-conversion,
Sistemas de Escape,MÓDULO DOSIFICADOR,Módulo dosificador,car,481,dosing-module,
Sistemas de Escape,VÁLVULA EGR,Válvula EGR,car,482,egr-valve,
Sistemas de Escape,JUNTA DE VÁLVULA EGR,Junta de válvula EGR,car,483,egr-valve-gasket,
Sistemas de Escape,VÁLVULA DE AIRE SECUNDARIO,Válvula de aire secundario,car,484,secondary-air-valve,
Sistemas de Escape,BOMBA DE AIRE SECUNDARIO,Bomba de aire secundario,car,485,secondary-air-pump,
Sistemas de Escape,REFRIGERADOR DE GAS DE ESCAPE,Refrigerador de gas de escape,car,486,exhaust-gas-cooler,
Sistemas de Escape,SOPORTE TUBO DE ESCAPE,Soporte de tubo de escape,car,487,exhaust-pipe-bracket,
Sistemas de Escape,JUNTA DE ESCAPE,Junta de escape,car,488,exhaust-gasket,
Sistemas de Escape,ABRAZADERA DE TUBO DE ESCAPE,Abrazadera de tubo de escape,car,489,exhaust-pipe-clamp,
Sistemas de Escape,ABRAZADERA DEL TUBO DE ESCAPE,Abrazadera del tubo de escape,car,490,exhaust-pipe-clamp,
Sistemas de Escape,CINTA DE GOMA DE LA LÍNEA DE ESCAPE,Cinta de goma de la línea de escape,car,491,exhaust-rubber-tape,
Sistemas de Escape,ANILLO DE SOPORTE SILENCIADOR,Anillo de soporte de silenciador,car,492,muffler-support-ring,
Sistemas de Escape,TURBOCOMPRESOR,Turbocompresor,car,493,turbo,
Sistemas de Escape,INTERCOOLER,Intercooler,car,494,intercooler,
Sistemas de Escape,JUNTA DE TURBOCOMPRESOR,Junta del turbocompresor,car,495,turbo-gasket,
Sistemas de Escape,TRANSDUCTOR DE PRESIÓN,Transductor de presión,car,496,pressure-transducer,
Sistemas de Escape,MANGUERA TURBO,Manguera del turbo,car,497,turbo-hose,
Sistemas de Escape,SENSOR DE PERSIÓN DE ADMISIÓN,Sensor de presión de admisión,car,498,intake-pressure-sensor,
Sistemas de Escape,VÁLVULA DE ALIVIO,Válvula de alivio,car,499,relief-valve,
Sistemas de Escape,JUNTA COLECTOR DE ESCAPE,Junta del colector de escape,car,500,exhaust-manifold-gasket,
Sistemas de Escape,COLECTORES DE ESCAPE,Colectores de escape,car,501,exhaust-manifold,
Sistemas de Escape,SELLADOR DE ESCAPES,Sellador de escapes,car,502,exhaust-sealant,
Sistemas de Escape,LÍQUIDO DE ESCAPE DIPESEL / ADBLUE,Líquido de escape diésel / AdBlue,car,503,adblue,
Sistemas de Escape,PINTURA DEL MOTOR Y ALTA TEMPERATURA,Pintura del motor y alta temperatura,car,504,high-temp-paint,
Sistemas de Escape,LIMPIADOR DEL FILTRO DE PARTÍCULAS,Limpiador del filtro de partículas,car,505,particulate-filter-cleaner,
Sistemas de Escape,ALETA DE GASES DE ESCAPE,Aleta de gases de escape,car,506,exhaust-gas-flap,
Sistemas de Escape,JUEGO DE MONATAJE CATALIZADO,Juego de montaje de catalizador,car,507,catalytic-converter-mount-kit,
Sistemas de Escape,PROTECTOR ANTITÉRMICO,Protector antitérmico,car,508,heat-protector,
Sistemas de Escape,KIT DE MONATAJE COLECTOR DE ESCAPE,Kit de montaje de colector de escape,car,509,exhaust-manifold-mount-kit,
Sistemas de Escape,JUEGO DE MONTAJE SILENCIADOR,Juego de montaje de silenciador,car,510,muffler-mount-kit,
Accesorios,ALFOMBRILLAS DE COCHE,Alfombrillas de coche,car,511,car-mats,
Accesorios,ACCESORIOS PARA EL INTERIOR DEL COCHE,Accesorios para el interior del coche,car,512,interior-accessories,
Accesorios,ACCESORIOS PARA LA LIMPIEZA Y CUIDADO DEL COCHE,Accesorios para la limpieza y cuidado del coche,car,513,cleaning-accessories,
Accesorios,ACCESORIOS DE INVIERNO PARA COCHE,Accesorios de invierno para coche,car,514,winter-accessories,
Accesorios,EMERGENCIAS Y PRIMEROS AUXLIOS EN CARRETERA,Emergencias y primeros auxilios en carretera,car,515,emergency-kit,
Accesorios,ELECTRÓNICA DEL COCHE,Electrónica del coche,car,516,car-electronics,
Accesorios,ACCESORIOS DE TELÉFONO PARA COCHE,Accesorios de teléfono para coche,car,517,phone-accessories,
Accesorios,ACCESORIOS INFANTILES PARA COCHE,Accesorios infantiles para coche,car,518,child-accessories,
Accesorios,ACCESORIOS PARA NEUMÁTICOS Y RUEDAS,Accesorios para neumáticos y ruedas,car,519,tire-accessories,
Accesorios,BARRAS DE TECHO Y PORTAEQUIPAJES PARA COCHE,Barras de techo y portaequipajes para coche,car,520,roof-rack,
Accesorios,ACCESORIOS EXTERIORES PARA COCHES,Accesorios exteriores para coches,car,521,exterior-accessories,
Accesorios,ACCESORIOS DE COCHE PARA PERROS,Accesorios de coche para perros,car,522,dog-accessories,
Accesorios,ENTRETENIMIENTO EN EL COCHE,Entretenimiento en el coche,car,523,entertainment,
Accesorios,ACCESORIOS DE CARGA,Accesorios de carga,car,524,cargo-accessories,
Accesorios,MICROMOVILIDAD,Micromovilidad,car,525,micromobility,
Accesorios,AMBIENTADOR,Ambientador,car,526,air-freshener,
Accesorios,REPELENTE DE ROEDORES,Repelente de roedores,car,527,rodent-repellent,
Sistema de encendido e incandecencia,BUJÍA DE ENCENDIDO,Bujía de encendido,car,528,spark-plug,
Sistema de encendido e incandecencia,BUJÍAS DE PRECALENTAMIENTO,Bujías de precalentamiento,car,529,glow-plug,
Sistema de encendido e incandecencia,BOBINA DE ENCENDIDO,Bobina de encendido,car,530,ignition-coil,
Sistema de encendido e incandecencia,CABLES DE BUJÍAS,Cables de bujías,car,531,spark-plug-wire,
Sistema de encendido e incandecencia,CONECTOR DE LA BUJÍA DE ENCENDIDO,Conector de la bujía de encendido,car,532,spark-plug-connector,
Sistema de encendido e incandecencia,SENSOR DE CIGÜEÑAL,Sensor del cigüeñal,car,533,crankshaft-sensor,
Sistema de encendido e incandecencia,SENSOR DE ARBOL DE LEVAS,Sensor del árbol de levas,car,534,camshaft-sensor,
Sistema de encendido e incandecencia,SENSOR DE DETONACIÓN,Sensor de detonación,car,535,knock-sensor,
Sistema de encendido e incandecencia,RELÉ DE PRECALENTAMIENTO,Relé de precalentamiento,car,536,glow-plug-relay,
Sistema de encendido e incandecencia,TAPA DE DELCO,Tapa del delco,car,537,distributor-cap,
Sistema de encendido e incandecencia,DELCO,Delco,car,538,distributor,
Sistema de encendido e incandecencia,ROTOR DE DISTRIBUCIÓN,Rotor de distribución,car,539,distributor-rotor,
Sistema de encendido e incandecencia,MÓDULO DE ENCENDIDO,Módulo de encendido,car,540,ignition-module,
Sistema de encendido e incandecencia,JUNTA DE CÁRTER DE DISTRIBUCIÓN,Junta del cárter de distribución,car,541,distributor-gasket,
Sistema de encendido e incandecencia,UNIDAD DE CONTROL MANDO DEL MOTOR,Unidad de control y mando del motor,car,542,ecu,
Sistema de encendido e incandecencia,CINTA ELÉCTRICA LÍQUIDA,Cinta eléctrica líquida,car,543,liquid-electrical-tape,
Sistema de encendido e incandecencia,LÍQUIDOO DE ARRANQUE,Líquido de arranque,car,544,starting-fluid,
Sistema de encendido e incandecencia,KIT DE REPARACIÓN DEL DISTRIBUIDOR DE ENCENDIDO,Kit de reparación del distribuidor de encendido,car,545,distributor-repair-kit,
Sistema de encendido e incandecencia,TAPA ANTIPOLVO DEL DISTRIBUDIOR DE ENCENDIDO,Tapa antipolvo del distribuidor de encendido,car,546,distributor-dust-cap,
Sistema de encendido e incandecencia,CÁPSULA DE VACÍO DEL DISTRIBUIDOR DE ENCENDIDO,Cápsula de vacío del distribuidor de encendido,car,547,distributor-vacuum-capsule,
Sistema de encendido e incandecencia,HERRAMIENTAS PARA ENCENDIDO / PRECALENTAMIENTO,Herramientas para encendido y precalentamiento,car,548,ignition-tools, 
